id,vid,vendor,pid,device,type,net,screen,height,width,driver,image,,,,,
d-07d1-3a08,v-07d1,D-Link System,p-3a08,WUA-2340 RangeBooster G Adapter(rev.A) (no firmware) [Atheros AR5523],,,,,,,,,,,,
d-07d1-3a09,v-07d1,D-Link System,p-3a09,DWA-160 802.11abgn Xtreme N Dual Band Adapter(rev.A2) [Atheros AR9170+AR9104],,,,,,,,,,,,
d-07d1-3a0d,v-07d1,D-Link System,p-3a0d,DWA-120 802.11g Wireless 108G Adapter [Atheros AR5523],,,,,,,,,,,,
d-07d1-3a0f,v-07d1,D-Link System,p-3a0f,DWA-130 802.11n Wireless N Adapter(rev.D) [Atheros AR9001U-(2)NG],,,,,,,,,,,,
d-07d1-3a10,v-07d1,D-Link System,p-3a10,DWA-126 802.11n Wireless Adapter [Atheros AR9271],,,,,,,,,,,,
d-07d1-3b01,v-07d1,D-Link System,p-3b01,AirPlus G DWL-G122 Wireless Adapter(rev.D) [Marvell 88W8338+88W8010],,,,,,,,,,,,
d-07d1-3b10,v-07d1,D-Link System,p-3b10,RangeBooster N Adapter,,,,,,,,,,,,
d-07d1-3b11,v-07d1,D-Link System,p-3b11,DWA-130 802.11n Wireless N Adapter(rev.A1) [Marvell W8360USB],,,,,,,,,,,,
d-07d1-3c03,v-07d1,D-Link System,p-3c03,AirPlus G DWL-G122 Wireless Adapter(rev.C1) [Ralink RT73],,,,,,,,,,,,
d-07d1-3c04,v-07d1,D-Link System,p-3c04,WUA-1340,,,,,,,,,,,,
d-07d1-3c05,v-07d1,D-Link System,p-3c05,EH103 Wireless G Adapter,,,,,,,,,,,,
d-07d1-3c07,v-07d1,D-Link System,p-3c07,Wireless G DWA-110 Adapter,,,,,,,,,,,,
d-07d1-3c09,v-07d1,D-Link System,p-3c09,DWA-140 RangeBooster N Adapter(rev.B1) [Ralink RT2870],,,,,,,,,,,,
d-07d1-3c0a,v-07d1,D-Link System,p-3c0a,DWA-140 RangeBooster N Adapter(rev.B2) [Ralink RT2870],,,,,,,,,,,,
d-07d1-3c0b,v-07d1,D-Link System,p-3c0b,DWA-110 Wireless G USB Adapter(rev.B),,,,,,,,,,,,
d-07d1-3c0d,v-07d1,D-Link System,p-3c0d,DWA-125 Wireless N 150 Adapter(rev.A1) [Ralink RT3070],,,,,,,,,,,,
d-07d1-3c0e,v-07d1,D-Link System,p-3c0e,WUA-2340 RangeBooster G Adapter(rev.B) [Ralink RT2070],,,,,,,,,,,,
d-07d1-3c0f,v-07d1,D-Link System,p-3c0f,AirPlus G DWL-G122 Wireless Adapter(rev.E) [Ralink RT2870],,,,,,,,,,,,
d-07d1-3c10,v-07d1,D-Link System,p-3c10,DWA-160 802.11abgn Xtreme N Dual Band Adapter(rev.A1) [Atheros AR9170+AR9104],,,,,,,,,,,,
d-07d1-3c11,v-07d1,D-Link System,p-3c11,DWA-160 Xtreme N Dual Band USB Adapter(rev.B) [Ralink RT2870],,,,,,,,,,,,
d-07d1-3c13,v-07d1,D-Link System,p-3c13,DWA-130 802.11n Wireless N Adapter(rev.B) [Ralink RT2870],,,,,,,,,,,,
d-07d1-3c15,v-07d1,D-Link System,p-3c15,DWA-140 RangeBooster N Adapter(rev.B3) [Ralink RT2870],,,,,,,,,,,,
d-07d1-3c16,v-07d1,D-Link System,p-3c16,DWA-125 Wireless N 150 Adapter(rev.A2) [Ralink RT3070],,,,,,,,,,,,
d-07d1-3e02,v-07d1,D-Link System,p-3e02,DWM-156 3.75G HSUPA Adapter,,,,,,,,,,,,
d-07d1-5100,v-07d1,D-Link System,p-5100,Remote NDIS Device,,,,,,,,,,,,
d-07d1-a800,v-07d1,D-Link System,p-a800,DWM-152 3.75G HSUPA Adapter,,,,,,,,,,,,
d-07d1-f101,v-07d1,D-Link System,p-f101,DBT-122 Bluetooth,,,,,,,,,,,,
d-07d1-fc01,v-07d1,D-Link System,p-fc01,DBT-120 Bluetooth Adapter,,,,,,,,,,,,
d-07de-2820,v-07de,Diamond Multimedia,p-2820,VC500 Video Capture Dongle,,,,,,,,,,,,
d-07e1-5201,v-07e1,"Ambient Technologies, Inc.",p-5201,V.90 Modem,,,,,,,,,,,,
d-07e4-0967,v-07e4,"Movado Enterprise Co., Ltd",p-0967,SCard R/W CSR-145,,,,,,,,,,,,
d-07e4-0968,v-07e4,"Movado Enterprise Co., Ltd",p-0968,SCard R/W CSR-145,,,,,,,,,,,,
d-07e5-05c2,v-07e5,"QPS, Inc.",p-05c2,IDE-to-USB2.0 PCA,,,,,,,,,,,,
d-07e5-5c01,v-07e5,"QPS, Inc.",p-5c01,Que! CDRW,,,,,,,,,,,,
d-07ee-0002,v-07ee,Torex Retail (formerly Logware),p-0002,Cash Drawer I/F,,,,,,,,,,,,
d-07ef-0001,v-07ef,STSN,p-0001,Internet Access Device,,,,,,,,,,,,
d-07f2-0001,v-07f2,"Microcomputer Applications, Inc.",p-0001,KEYLOK II,,,,,,,,,,,,
d-07f7-0005,v-07f7,Century Corp.,p-0005,ScanLogic/Century Corporation uATA,,,,,,,,,,,,
d-07f7-011e,v-07f7,Century Corp.,p-011e,Century USB Disk Enclosure,,,,,,,,,,,,
d-07fa-0778,v-07fa,DrayTek Corp.,p-0778,miniVigor 128 ISDN TA,,,,,,,,,,,,
d-07fa-1012,v-07fa,DrayTek Corp.,p-1012,BeWAN ADSL USB ST (grey),,,,,,,,,,,,
d-07fa-1196,v-07fa,DrayTek Corp.,p-1196,BWIFI-USB54AR 802.11bg,,,,,,,,,,,,
d-07fa-a904,v-07fa,DrayTek Corp.,p-a904,BeWAN ADSL,,,,,,,,,,,,
d-07fa-a905,v-07fa,DrayTek Corp.,p-a905,BeWAN ADSL ST,,,,,,,,,,,,
d-07fd-0000,v-07fd,Mark of the Unicorn,p-0000,FastLane MIDI Interface,,,,,,,,,,,,
d-07fd-0001,v-07fd,Mark of the Unicorn,p-0001,FastLane Quad MIDI Interface,,,,,,,,,,,,
d-07fd-0002,v-07fd,Mark of the Unicorn,p-0002,MOTU Audio for 64 bit,,,,,,,,,,,,
d-07ff-00ff,v-07ff,Unknown,p-00ff,Portable Hard Drive,,,,,,,,,,,,
d-0801-0001,v-0801,Mag-Tek,p-0001,Mini Swipe Reader (Keyboard Emulation),,,,,,,,,,,,
d-0801-0002,v-0801,Mag-Tek,p-0002,Mini Swipe Reader,,,,,,,,,,,,
d-0803-1300,v-0803,"Zoom Telephonics, Inc.",p-1300,V92 Faxmodem,,,,,,,,,,,,
d-0803-4310,v-0803,"Zoom Telephonics, Inc.",p-4310,Wireless-G,,,,,,,,,,,,
d-0803-5241,v-0803,"Zoom Telephonics, Inc.",p-5241,Cable Modem,,,,,,,,,,,,
d-0803-5551,v-0803,"Zoom Telephonics, Inc.",p-5551,DSL Modem,,,,,,,,,,,,
d-0803-9700,v-0803,"Zoom Telephonics, Inc.",p-9700,2986L FaxModem,,,,,,,,,,,,
d-0803-9800,v-0803,"Zoom Telephonics, Inc.",p-9800,Cable Modem,,,,,,,,,,,,
d-0803-a312,v-0803,"Zoom Telephonics, Inc.",p-a312,Wireless-G,,,,,,,,,,,,
d-080b-0002,v-080b,Cross Match Technologies,p-0002,Fingerprint Scanner (After ReNumeration),,,,,,,,,,,,
d-080b-0010,v-080b,Cross Match Technologies,p-0010,300LC Series Fingerprint Scanner (Before ReNumeration),,,,,,,,,,,,
d-080c-0300,v-080c,Datalogic S.p.A.,p-0300,Gryphon D120 Barcode Scanner,,,,,,,,,,,,
d-080c-0400,v-080c,Datalogic S.p.A.,p-0400,Gryphon D120 Barcode Scanner,,,,,,,,,,,,
d-080c-0500,v-080c,Datalogic S.p.A.,p-0500,Gryphon D120 Barcode Scanner,,,,,,,,,,,,
d-080c-0600,v-080c,Datalogic S.p.A.,p-0600,Gryphon M100 Barcode Scanner,,,,,,,,,,,,
d-080d-0102,v-080d,"Teco Image Systems Co., Ltd",p-0102,Hercules Scan@home 48,,,,,,,,,,,,
d-080d-0104,v-080d,"Teco Image Systems Co., Ltd",p-0104,3.2Slim,,,,,,,,,,,,
d-080d-0110,v-080d,"Teco Image Systems Co., Ltd",p-0110,UMAX AstraSlim 1200 Scanner,,,,,,,,,,,,
d-0810-0001,v-0810,"Personal Communication Systems, Inc.",p-0001,Dual PSX Adaptor,,,,,,,,,,,,
d-0810-0002,v-0810,"Personal Communication Systems, Inc.",p-0002,Dual PCS Adaptor,,,,,,,,,,,,
d-0813-0001,v-0813,"Mattel, Inc.",p-0001,Intel Play QX3 Microscope,,,,,,,,,,,,
d-0813-0002,v-0813,"Mattel, Inc.",p-0002,Dual Mode Camera Plus,,,,,,,,,,,,
d-0819-0101,v-0819,eLicenser,p-0101,License Management and Copy Protection,,,,,,,,,,,,
d-081a-1000,v-081a,MG Logic,p-1000,Duo Pen Tablet,,,,,,,,,,,,
d-081b-0600,v-081b,Indigita Corp.,p-0600,Storage Adapter,,,,,,,,,,,,
d-081b-0601,v-081b,Indigita Corp.,p-0601,Storage Adapter,,,,,,,,,,,,
d-081e-df00,v-081e,"AlphaSmart, Inc.",p-df00,Handheld,,,,,,,,,,,,
d-0822-2001,v-0822,Reudo Corp.,p-2001,IRXpress Infrared Device,,,,,,,,,,,,
d-082d-0100,v-082d,Handspring,p-0100,Visor,,,,,,,,,,,,
d-082d-0200,v-082d,Handspring,p-0200,Treo,,,,,,,,,,,,
d-082d-0300,v-082d,Handspring,p-0300,Treo 600,,,,,,,,,,,,
d-082d-0400,v-082d,Handspring,p-0400,Handheld,,,,,,,,,,,,
d-082d-0500,v-082d,Handspring,p-0500,Handheld,,,,,,,,,,,,
d-082d-0600,v-082d,Handspring,p-0600,Handheld,,,,,,,,,,,,
d-0830-0001,v-0830,"Palm, Inc.",p-0001,m500,,,,,,,,,,,,
d-0830-0002,v-0830,"Palm, Inc.",p-0002,m505,,,,,,,,,,,,
d-0830-0003,v-0830,"Palm, Inc.",p-0003,m515,,,,,,,,,,,,
d-0830-0004,v-0830,"Palm, Inc.",p-0004,Handheld,,,,,,,,,,,,
d-0830-0005,v-0830,"Palm, Inc.",p-0005,Handheld,,,,,,,,,,,,
d-0830-0006,v-0830,"Palm, Inc.",p-0006,Handheld,,,,,,,,,,,,
d-0830-0010,v-0830,"Palm, Inc.",p-0010,Handheld,,,,,,,,,,,,
d-0830-0011,v-0830,"Palm, Inc.",p-0011,Handheld,,,,,,,,,,,,
d-0830-0012,v-0830,"Palm, Inc.",p-0012,Handheld,,,,,,,,,,,,
d-0830-0013,v-0830,"Palm, Inc.",p-0013,Handheld,,,,,,,,,,,,
d-0830-0014,v-0830,"Palm, Inc.",p-0014,Handheld,,,,,,,,,,,,
d-0830-0020,v-0830,"Palm, Inc.",p-0020,i705,,,,,,,,,,,,
d-0830-0021,v-0830,"Palm, Inc.",p-0021,Handheld,,,,,,,,,,,,
d-0830-0022,v-0830,"Palm, Inc.",p-0022,Handheld,,,,,,,,,,,,
d-0830-0023,v-0830,"Palm, Inc.",p-0023,Handheld,,,,,,,,,,,,
d-0830-0024,v-0830,"Palm, Inc.",p-0024,Handheld,,,,,,,,,,,,
d-0830-0030,v-0830,"Palm, Inc.",p-0030,Handheld,,,,,,,,,,,,
d-0830-0031,v-0830,"Palm, Inc.",p-0031,Tungsten W,,,,,,,,,,,,
d-0830-0032,v-0830,"Palm, Inc.",p-0032,Handheld,,,,,,,,,,,,
d-0830-0033,v-0830,"Palm, Inc.",p-0033,Handheld,,,,,,,,,,,,
d-0830-0034,v-0830,"Palm, Inc.",p-0034,Handheld,,,,,,,,,,,,
d-0830-0040,v-0830,"Palm, Inc.",p-0040,m125,,,,,,,,,,,,
d-0830-0041,v-0830,"Palm, Inc.",p-0041,Handheld,,,,,,,,,,,,
d-0830-0042,v-0830,"Palm, Inc.",p-0042,Handheld,,,,,,,,,,,,
d-0830-0043,v-0830,"Palm, Inc.",p-0043,Handheld,,,,,,,,,,,,
d-0830-0044,v-0830,"Palm, Inc.",p-0044,Handheld,,,,,,,,,,,,
d-0830-0050,v-0830,"Palm, Inc.",p-0050,m130,,,,,,,,,,,,
d-0830-0051,v-0830,"Palm, Inc.",p-0051,Handheld,,,,,,,,,,,,
d-0830-0052,v-0830,"Palm, Inc.",p-0052,Handheld,,,,,,,,,,,,
d-0830-0053,v-0830,"Palm, Inc.",p-0053,Handheld,,,,,,,,,,,,
d-0830-0054,v-0830,"Palm, Inc.",p-0054,Handheld,,,,,,,,,,,,
d-0830-0060,v-0830,"Palm, Inc.",p-0060,Tungsten C/E/T/T2/T3 / Zire 71,,,,,,,,,,,,
d-0830-0061,v-0830,"Palm, Inc.",p-0061,Lifedrive / Treo 650/680 / Tunsten E2/T5/TX / Centro / Zire 21/31/72 / Z22,,,,,,,,,,,,
d-0830-0062,v-0830,"Palm, Inc.",p-0062,Handheld,,,,,,,,,,,,
d-0830-0063,v-0830,"Palm, Inc.",p-0063,Handheld,,,,,,,,,,,,
d-0830-0064,v-0830,"Palm, Inc.",p-0064,Handheld,,,,,,,,,,,,
d-0830-0070,v-0830,"Palm, Inc.",p-0070,Zire,,,,,,,,,,,,
d-0830-0071,v-0830,"Palm, Inc.",p-0071,Handheld,,,,,,,,,,,,
d-0830-0072,v-0830,"Palm, Inc.",p-0072,Handheld,,,,,,,,,,,,
d-0830-0080,v-0830,"Palm, Inc.",p-0080,Serial Adapter [for Palm III],,,,,,,,,,,,
d-0830-0081,v-0830,"Palm, Inc.",p-0081,Handheld,,,,,,,,,,,,
d-0830-0082,v-0830,"Palm, Inc.",p-0082,Handheld,,,,,,,,,,,,
d-0830-00a0,v-0830,"Palm, Inc.",p-00a0,Treo 800w,,,,,,,,,,,,
d-0830-0101,v-0830,"Palm, Inc.",p-0101,Pre,,,,,,,,,,,,
d-0832-5850,v-0832,Kouwell Electronics Corp.,p-5850,Cable,,,,,,,,,,,,
d-0833-012e,v-0833,Sourcenext Corp.,p-012e,KeikaiDenwa 8 with charger,,,,,,,,,,,,
d-0833-039f,v-0833,Sourcenext Corp.,p-039f,KeikaiDenwa 8,,,,,,,,,,,,
d-0839-0005,v-0839,"Samsung Techwin Co., Ltd",p-0005,Digimax Camera,,,,,,,,,,,,
d-0839-0008,v-0839,"Samsung Techwin Co., Ltd",p-0008,Digimax 230 Camera,,,,,,,,,,,,
d-0839-0009,v-0839,"Samsung Techwin Co., Ltd",p-0009,Digimax 340,,,,,,,,,,,,
d-0839-000a,v-0839,"Samsung Techwin Co., Ltd",p-000a,Digimax 410,,,,,,,,,,,,
d-0839-000e,v-0839,"Samsung Techwin Co., Ltd",p-000e,Digimax 360,,,,,,,,,,,,
d-0839-0010,v-0839,"Samsung Techwin Co., Ltd",p-0010,Digimax 300,,,,,,,,,,,,
d-0839-1003,v-0839,"Samsung Techwin Co., Ltd",p-1003,Digimax 210SE,,,,,,,,,,,,
d-0839-1005,v-0839,"Samsung Techwin Co., Ltd",p-1005,Digimax 220,,,,,,,,,,,,
d-0839-1009,v-0839,"Samsung Techwin Co., Ltd",p-1009,Digimax V4,,,,,,,,,,,,
d-0839-1012,v-0839,"Samsung Techwin Co., Ltd",p-1012,6500 Document Camera,,,,,,,,,,,,
d-0839-1058,v-0839,"Samsung Techwin Co., Ltd",p-1058,S730 Camera,,,,,,,,,,,,
d-0839-1064,v-0839,"Samsung Techwin Co., Ltd",p-1064,Digimax D830 Camera,,,,,,,,,,,,
d-0839-1542,v-0839,"Samsung Techwin Co., Ltd",p-1542,Digimax 50 Duo,,,,,,,,,,,,
d-0839-3000,v-0839,"Samsung Techwin Co., Ltd",p-3000,Digimax 35 MP3,,,,,,,,,,,,
d-083a-1046,v-083a,Accton Technology Corp.,p-1046,10/100 Ethernet [pegasus],,,,,,,,,,,,
d-083a-1060,v-083a,Accton Technology Corp.,p-1060,HomeLine Adapter,,,,,,,,,,,,
d-083a-1f4d,v-083a,Accton Technology Corp.,p-1f4d,SMC8013WG Broadband Remote NDIS Device,,,,,,,,,,,,
d-083a-3046,v-083a,Accton Technology Corp.,p-3046,10/100 Series Adapter,,,,,,,,,,,,
d-083a-3060,v-083a,Accton Technology Corp.,p-3060,1/10/100 Adapter,,,,,,,,,,,,
d-083a-3501,v-083a,Accton Technology Corp.,p-3501,2664W,,,,,,,,,,,,
d-083a-3502,v-083a,Accton Technology Corp.,p-3502,WN3501D Wireless Adapter,,,,,,,,,,,,
d-083a-3503,v-083a,Accton Technology Corp.,p-3503,T-Sinus 111 Wireless Adapter,,,,,,,,,,,,
d-083a-4501,v-083a,Accton Technology Corp.,p-4501,T-Sinus 154data,,,,,,,,,,,,
d-083a-4502,v-083a,Accton Technology Corp.,p-4502,Siemens S30853-S1016-R107 802.11g Wireless Adapter [Intersil ISL3886],,,,,,,,,,,,
d-083a-4505,v-083a,Accton Technology Corp.,p-4505,SMCWUSB-G 802.11bg,,,,,,,,,,,,
d-083a-4507,v-083a,Accton Technology Corp.,p-4507,SMCWUSBT-G2 802.11g Wireless Adapter [Atheros AR5523],,,,,,,,,,,,
d-083a-4521,v-083a,Accton Technology Corp.,p-4521,Siemens S30863-S1016-R107-2 802.11g Wireless Adapter [Intersil ISL3887],,,,,,,,,,,,
d-083a-5046,v-083a,Accton Technology Corp.,p-5046,SpeedStream 10/100 Ethernet [pegasus],,,,,,,,,,,,
d-083a-5501,v-083a,Accton Technology Corp.,p-5501,Wireless Adapter 11g,,,,,,,,,,,,
d-083a-6500,v-083a,Accton Technology Corp.,p-6500,Cable Modem,,,,,,,,,,,,
d-083a-6618,v-083a,Accton Technology Corp.,p-6618,802.11n Wireless Adapter,,,,,,,,,,,,
d-083a-7511,v-083a,Accton Technology Corp.,p-7511,Arcadyan 802.11N Wireless Adapter,,,,,,,,,,,,
d-083a-7512,v-083a,Accton Technology Corp.,p-7512,Arcadyan 802.11N Wireless Adapter,,,,,,,,,,,,
d-083a-7522,v-083a,Accton Technology Corp.,p-7522,Arcadyan 802.11N Wireless Adapter,,,,,,,,,,,,
d-083a-8522,v-083a,Accton Technology Corp.,p-8522,Arcadyan 802.11N Wireless Adapter,,,,,,,,,,,,
d-083a-8541,v-083a,Accton Technology Corp.,p-8541,WN4501F 802.11g Wireless Adapter [Intersil ISL3887],,,,,,,,,,,,
d-083a-a512,v-083a,Accton Technology Corp.,p-a512,Arcadyan 802.11N Wireless Adapter,,,,,,,,,,,,
d-083a-a618,v-083a,Accton Technology Corp.,p-a618,SMCWUSBS-N EZ Connect N Draft 11n Wireless Adapter [Ralink RT2870],,,,,,,,,,,,
d-083a-a701,v-083a,Accton Technology Corp.,p-a701,SMCWUSBS-N3 EZ Connect N Wireless Adapter [Ralink RT3070],,,,,,,,,,,,
d-083a-b004,v-083a,Accton Technology Corp.,p-b004,CPWUE001 USB/Ethernet Adapter,,,,,,,,,,,,
d-083a-b522,v-083a,Accton Technology Corp.,p-b522,SMCWUSBS-N2 EZ Connect N Wireless Adapter [Ralink RT2870],,,,,,,,,,,,
d-083a-bb01,v-083a,Accton Technology Corp.,p-bb01,BlueExpert Bluetooth Device,,,,,,,,,,,,
d-083a-c003,v-083a,Accton Technology Corp.,p-c003,802.11b Wireless Adapter,,,,,,,,,,,,
d-083a-c501,v-083a,Accton Technology Corp.,p-c501,Zoom Wireless-G,,,,,,,,,,,,
d-083a-c561,v-083a,Accton Technology Corp.,p-c561,802.11a/g Wireless Adapter,,,,,,,,,,,,
d-083a-d522,v-083a,Accton Technology Corp.,p-d522,Speedport W 102 Stick IEEE 802.11n USB 2.0 Adapter,,,,,,,,,,,,
d-083a-e501,v-083a,Accton Technology Corp.,p-e501,ZD1211B,,,,,,,,,,,,
d-083a-e503,v-083a,Accton Technology Corp.,p-e503,Arcadyan WN4501 802.11b/g,,,,,,,,,,,,
d-083a-e506,v-083a,Accton Technology Corp.,p-e506,WUS-201 802.11bg,,,,,,,,,,,,
d-083a-f501,v-083a,Accton Technology Corp.,p-f501,802.11g Wireless Adapter,,,,,,,,,,,,
d-083a-f502,v-083a,Accton Technology Corp.,p-f502,802.11g Wireless Adapter,,,,,,,,,,,,
d-083a-f522,v-083a,Accton Technology Corp.,p-f522,Arcadyan WN7512 802.11n,,,,,,,,,,,,
d-083f-b100,v-083f,Global Village,p-b100,TelePort V.90 Fax/Modem,,,,,,,,,,,,
d-0840-0060,v-0840,"Argosy Research, Inc.",p-0060,Storage Adapter Bridge Module,,,,,,,,,,,,
d-0841-0001,v-0841,"Rioport.com, Inc.",p-0001,Rio 500,,,,,,,,,,,,
d-0846-1001,v-0846,"NetGear, Inc.",p-1001,EA101 10 Mbps 10BASE-T Ethernet [Kawasaki LSI KL5KLUSB101B],,,,,,,,,,,,
d-0846-1002,v-0846,"NetGear, Inc.",p-1002,Ethernet,,,,,,,,,,,,
d-0846-1020,v-0846,"NetGear, Inc.",p-1020,FA101 Fast Ethernet USB 1.1,,,,,,,,,,,,
d-0846-1040,v-0846,"NetGear, Inc.",p-1040,FA120 Fast Ethernet USB 2.0 [Asix AX88172 / AX8817x],,,,,,,,,,,,
d-0846-4110,v-0846,"NetGear, Inc.",p-4110,MA111(v1) 802.11b Wireless [Intersil Prism 3.0],,,,,,,,,,,,
d-0846-4200,v-0846,"NetGear, Inc.",p-4200,WG121(v1) 54 Mbps Wireless [Intersil ISL3886],,,,,,,,,,,,
d-0846-4210,v-0846,"NetGear, Inc.",p-4210,WG121(v2) 54 Mbps Wireless [Intersil ISL3886],,,,,,,,,,,,
d-0846-4220,v-0846,"NetGear, Inc.",p-4220,WG111(v1) 54 Mbps Wireless [Intersil ISL3886],,,,,,,,,,,,
d-0846-4230,v-0846,"NetGear, Inc.",p-4230,MA111(v2) 802.11b Wireless [SIS SIS 162],,,,,,,,,,,,
d-0846-4240,v-0846,"NetGear, Inc.",p-4240,WG111(v1) rev 2 54 Mbps Wireless [Intersil ISL3887],,,,,,,,,,,,
d-0846-4250,v-0846,"NetGear, Inc.",p-4250,WG111T 802.11g Wireless Adapter [Atheros AR5523],,,,,,,,,,,,
d-0846-4260,v-0846,"NetGear, Inc.",p-4260,WG111v3 54 Mbps Wireless [realtek RTL8187B],,,,,,,,,,,,
d-0846-4300,v-0846,"NetGear, Inc.",p-4300,WG111U Double 108 Mbps Wireless [Atheros AR5004X / AR5005UX],,,,,,,,,,,,
d-0846-4301,v-0846,"NetGear, Inc.",p-4301,WG111U (no firmware) Double 108 Mbps Wireless [Atheros AR5004X / AR5005UX],,,,,,,,,,,,
d-0846-5f00,v-0846,"NetGear, Inc.",p-5f00,WPN111 802.11g Wireless Adapter [Atheros AR5523],,,,,,,,,,,,
d-0846-6a00,v-0846,"NetGear, Inc.",p-6a00,WG111v2 54 Mbps Wireless [RealTek RTL8187L],,,,,,,,,,,,
d-0846-7100,v-0846,"NetGear, Inc.",p-7100,WN121T RangeMax Next Wireless-N [Marvell TopDog],,,,,,,,,,,,
d-0846-9000,v-0846,"NetGear, Inc.",p-9000,WN111(v1) RangeMax Next Wireless [Marvell TopDog],,,,,,,,,,,,
d-0846-9001,v-0846,"NetGear, Inc.",p-9001,WN111(v2) RangeMax Next Wireless [Atheros AR9001U-(2)NG],,,,,,,,,,,,
d-0846-9010,v-0846,"NetGear, Inc.",p-9010,WNDA3100v1 802.11abgn [Atheros AR9170+AR9104],,,,,,,,,,,,
d-0846-9011,v-0846,"NetGear, Inc.",p-9011,WNDA3100v2 802.11abgn [Broadcom BCM4323],,,,,,,,,,,,
d-0846-9018,v-0846,"NetGear, Inc.",p-9018,WNDA3200 802.11abgn Wireless Adapter [Atheros AR7010+AR9280],,,,,,,,,,,,
d-0846-9020,v-0846,"NetGear, Inc.",p-9020,WNA3100(v1) Wireless-N 300 [Broadcom BCM43231],,,,,,,,,,,,
d-0846-9030,v-0846,"NetGear, Inc.",p-9030,WNA1100 Wireless-N 150 [Atheros AR9271],,,,,,,,,,,,
d-0846-9040,v-0846,"NetGear, Inc.",p-9040,WNA1000 Wireless-N 150 [Atheros AR9001U-(2)NG],,,,,,,,,,,,
d-0846-a001,v-0846,"NetGear, Inc.",p-a001,PA101 10 Mbps HPNA Home Phoneline RJ-1,,,,,,,,,,,,
d-084d-0001,v-084d,"Minton Optic Industry Co., Inc.",p-0001,Jenoptik JD800i,,,,,,,,,,,,
d-084d-0003,v-084d,"Minton Optic Industry Co., Inc.",p-0003,S-Cam F5/D-Link DSC-350 Digital Camera,,,,,,,,,,,,
d-084d-0011,v-084d,"Minton Optic Industry Co., Inc.",p-0011,Argus DC3500 Digital Camera,,,,,,,,,,,,
d-084d-0014,v-084d,"Minton Optic Industry Co., Inc.",p-0014,Praktica DC 32,,,,,,,,,,,,
d-084d-0019,v-084d,"Minton Optic Industry Co., Inc.",p-0019,Praktica DPix3000,,,,,,,,,,,,
d-084d-0025,v-084d,"Minton Optic Industry Co., Inc.",p-0025,Praktica DC 60,,,,,,,,,,,,
d-084d-1001,v-084d,"Minton Optic Industry Co., Inc.",p-1001,ScanHex SX-35d,,,,,,,,,,,,
d-084e-0001,v-084e,KB Gear,p-0001,JamCam Camera,,,,,,,,,,,,
d-084e-1001,v-084e,KB Gear,p-1001,Jam Studio Tablet,,,,,,,,,,,,
d-084e-1002,v-084e,KB Gear,p-1002,Pablo Tablet,,,,,,,,,,,,
d-084f-0001,v-084f,Empeg,p-0001,Empeg-Car Mark I/II Player,,,,,,,,,,,,
d-0851-1542,v-0851,"Macronix International Co., Ltd",p-1542,SiPix Blink,,,,,,,,,,,,
d-0851-1543,v-0851,"Macronix International Co., Ltd",p-1543,"Maxell WS30 Slim Digital Camera, or Pandigital PI8004W01 digital photo frame",,,,,,,,,,,,
d-0851-a168,v-0851,"Macronix International Co., Ltd",p-a168,MXIC,,,,,,,,,,,,
d-0853-0100,v-0853,Topre Corporation,p-0100,HHKB Professional,,,,,,,,,,,,
d-0854-0100,v-0854,"ActiveWire, Inc.",p-0100,I/O Board,,,,,,,,,,,,
d-0854-0101,v-0854,"ActiveWire, Inc.",p-0101,"I/O Board, rev1",,,,,,,,,,,,
d-0856-ac01,v-0856,B&B Electronics,p-ac01,uLinks USOTL4 RS422/485 Adapter,,,,,,,,,,,,
d-0858-3102,v-0858,"Hitachi Maxell, Ltd",p-3102,Bluetooth Device,,,,,,,,,,,,
d-0858-ffff,v-0858,"Hitachi Maxell, Ltd",p-ffff,Maxell module with BlueCore in DFU mode,,,,,,,,,,,,
d-085a-0001,v-085a,Xircom,p-0001,Portstation Dual Serial Port,,,,,,,,,,,,
d-085a-0003,v-085a,Xircom,p-0003,Portstation Paraller Port,,,,,,,,,,,,
d-085a-0008,v-085a,Xircom,p-0008,Ethernet,,,,,,,,,,,,
d-085a-0009,v-085a,Xircom,p-0009,Ethernet,,,,,,,,,,,,
d-085a-000b,v-085a,Xircom,p-000b,Portstation Dual PS/2 Port,,,,,,,,,,,,
d-085a-0021,v-085a,Xircom,p-0021,1 port to Serial Converter,,,,,,,,,,,,
d-085a-0022,v-085a,Xircom,p-0022,Parallel Port,,,,,,,,,,,,
d-085a-0023,v-085a,Xircom,p-0023,2 port to Serial Converter,,,,,,,,,,,,
d-085a-0024,v-085a,Xircom,p-0024,Parallel Port,,,,,,,,,,,,
d-085a-0027,v-085a,Xircom,p-0027,1 port to Serial Converter,,,,,,,,,,,,
d-085a-0028,v-085a,Xircom,p-0028,PortGear to SCSI Converter,,,,,,,,,,,,
d-085a-0032,v-085a,Xircom,p-0032,PortStation SCSI Module,,,,,,,,,,,,
d-085a-003c,v-085a,Xircom,p-003c,Bluetooth Adapter,,,,,,,,,,,,
d-085a-0299,v-085a,Xircom,p-0299,"Colorvision, Inc. Monitor Spyder",,,,,,,,,,,,
d-085a-8021,v-085a,Xircom,p-8021,1 port to Serial,,,,,,,,,,,,
d-085a-8023,v-085a,Xircom,p-8023,2 port to Serial,,,,,,,,,,,,
